temperature,pressure,load,vibration_x,vibration_y,vibration_mag,ultrasonic_amplitude,ultrasonic_time,fatigue,creep,corrosion,crack_growth,health,failure_30d
387.4507122951685,17.72347139765763,0.7471532807151039,0.22615149282040126,0.09297539875829992,0.24451773448803438,47.6586304305082,14.579212815507391,0.005388242959182422,0.0038745071229516854,0.001,0.03840852803076149,0.987612768323817,0
391.51152093729365,17.061051228130097,0.7313840065378947,0.12682911535937688,0.0860281073928923,0.15325292742536809,52.41962271566034,11.086719755342202,0.007236157716980288,0.007789622332324622,0.002,0.07570505914393386,0.9765554823158413,0
354.1262325123045,16.875424941518055,0.49807533194983644,0.16571236662976369,0.07275927773436368,0.18098204593401934,35.87696298664709,14.465648768921554,0.013712151668081648,0.011330884657447669,0.003,0.10810918940617895,0.9654263359836689,0
376.61335549270194,18.13505640937585,0.4362877720679815,0.12278086377374087,0.10332767769129599,0.16047351646331634,38.490064225776976,13.375698018345672,0.01655263803035191,0.015097018212374688,0.004,0.1407299195374131,0.9552774741534474,0
370.9904196512179,17.416612500413446,0.5597440081655904,0.2426139092254469,0.09959508325786198,0.2622607282053374,39.422890710440996,13.822544912103188,0.021644370034357464,0.018806922408886866,0.005,0.17426390980473677,0.9442389809362869,0
361.68734525043465,18.41772719000951,0.3560494814180337,0.08359069755507846,0.1059058370760737,0.13492016544804733,57.38466579995411,13.17136828118997,0.02706746222378907,0.02242379586139121,0.006,0.2161276109859038,0.9310419096210395,0
378.2652757641764,17.397792608821423,0.4282217014448859,0.11400778958026456,0.08618083687120638,0.14291575395595604,60.57122226218915,13.343618289568461,0.029940064163885675,0.026206448619032978,0.007,0.2597568404065668,0.9181271584944344,0
353.55439766955897,18.64816793878959,0.5922376579375526,0.11615389998470205,0.11835028866522604,0.16582677500572246,60.30999522495951,13.931280119116199,0.034878651043796234,0.02974199259572857,0.008,0.3038431181381628,0.9045401270033883,0
367.4117371516604,17.381575248297573,0.6996895147105346,0.19877725635611795,0.0856247728646413,0.21643474622293726,48.14341023336183,11.893665025993972,0.03919203564148525,0.03341610996724517,0.009000000000000001,0.33980848828083765,0.8931362397455337,0
362.05690063878995,19.625051644788396,0.8534360042856235,0.1463994939209833,0.13010598693676073,0.19585805997484143,53.61636025047634,12.354880245394876,0.04422554603273544,0.03703667897363307,0.010000000000000002,0.3789715486514707,0.8807302792839035,0
385.4209340826262,21.07607313293194,0.6446260941335072,0.22823218279070032,0.021407646877307673,0.22923397786155336,58.21902504375224,13.08704706823817,0.05069408401439329,0.040890888314459334,0.011000000000000003,0.421168108241585,0.8670770256566709,0
375.51488974301196,18.183521553071003,0.3518646628098661,0.1390164056081244,0.1107133771453524,0.1777161019917205,64.77894044741517,12.481729781726353,0.05832647366078332,0.04464603721188946,0.012000000000000004,0.46603930824701895,0.8524307215370379,0
367.8725959566022,16.996485912830927,0.7873103176553111,0.16643755548298422,0.08410719388698884,0.1864818488183099,55.13267433113356,13.09707754934804,0.06890020524587531,0.04832476317145548,0.013000000000000005,0.5067027229619337,0.8379730668928901,0
394.5296748579933,16.595893812245293,0.6008506780103348,0.13039459234339212,0.05609455155603645,0.1419484005780701,52.96120277064576,13.26105527217989,0.07404888204455554,0.05227005992003542,0.014000000000000005,0.5464443796194365,0.8253067255017654,0
380.0767018496369,17.530825733249706,0.43769438869243793,0.12896773386173205,0.08971856450419692,0.15710536971766526,41.97722730778381,12.83871428833399,0.07888306152809013,0.056070826938531784,0.015000000000000006,0.5802717075616624,0.8142494479165244,0
386.0607628522181,21.77237180242106,0.6761866719247759,0.16287751953613822,0.09776662252701498,0.18996683618617466,30.812287847009586,12.973486124550783,0.08555257555459864,0.059931434567053965,0.016000000000000007,0.6086513376097179,0.8039885342894274,0
380.9034531491154,22.926484224970572,0.6211458552828316,0.1650773671166806,0.0989586469088427,0.19246649301165217,38.31321962380468,14.142822814515021,0.08857805681755404,0.06374046909854512,0.017000000000000008,0.6419507702361352,0.7936037731210637,0
391.2789954903016,19.582063894086094,0.5135918817807892,0.22013971554680495,0.05794446811623158,0.22763799275670388,55.868570938002705,15.190455625809978,0.09300551621516193,0.06765325905344814,0.01800000000000001,0.6850755113309466,0.7803161525393527,0
365.1419551230397,16.867404540794457,0.6649477047631462,0.12482621729419004,0.05348009706801603,0.13580024045037903,50.68562974806027,11.937696286273894,0.09739063507931287,0.07130467860467854,0.01900000000000001,0.7223560224912506,0.7685676342022238,0
387.1038864595277,16.161151531532393,0.882490160752631,0.11083733538318813,0.09033815451382973,0.14298915020311823,58.135172173696695,11.769135683566045,0.10317137570113374,0.07517571746927382,0.02000000000000001,0.7631927442616651,0.7554564718569252,0
383.41189901906193,20.614285508564855,0.4088775148158159,0.1592316929266152,0.10779648382745272,0.1922883614726543,57.8182287177731,11.763049289121918,0.11456651223459659,0.07900983645946444,0.02100000000000001,0.8038649079096736,0.7407113602373365,0
360.1931508037359,19.043883131233795,0.694547700984978,0.16252464251729382,0.11039344628490927,0.19647130174158592,43.19975278421509,13.232253697161003,0.12224462897539569,0.0826117679675018,0.022000000000000013,0.8386970379989421,0.7285994098157703,0
384.3960870994802,16.571297163947264,0.9,0.17369164604558937,0.06426089508392055,0.18519786862437954,56.5655360863383,12.025318329772679,0.12820565364193992,0.0864557288384966,0.023000000000000013,0.8790051243718839,0.7155730906048229,0
391.8062690561368,20.317191158014808,0.5268976522472435,0.19816880646221607,0.11238342780809496,0.22781771375500312,58.2206015999449,14.896792982653947,0.13794587773454509,0.09037379152905797,0.024000000000000014,0.9230122181545103,0.7004697342587445,0
376.31917825995697,16.49252767128502,0.5165728355561715,0.10920948575172808,0.09768694871757688,0.14652457721456627,53.41151974816644,13.27669079933002,0.13961761984051219,0.09413698331165754,0.025000000000000015,0.9629946688279235,0.688831801012951,0
